FrameTime (s),SystemTime (UTC),GpsTimeOfWeek (s),Latitude (deg),Longitude (deg),HaeAlt (m),MslAlt (m)
4422.25,2022-08-08 19:17:24,155846,33.8162913,-106.6520539,1474.422,1499.288
4423.268,2022-08-08 19:17:25,155847,33.8162911,-106.6520536,1474.32,1499.186
4424.241,2022-08-08 19:17:26,155848,33.816291,-106.6520533,1474.237,1499.103
4425.266,2022-08-08 19:17:27,155849,33.8162911,-106.6520536,1474.119,1498.985
4426.246,2022-08-08 19:17:28,155850,33.816291,-106.6520533,1474.015,1498.88
4427.245,2022-08-08 19:17:29,155851,33.816291,-106.6520527,1473.948,1498.814
4428.247,2022-08-08 19:17:30,155852,33.816291,-106.6520522,1473.983,1498.849
4429.246,2022-08-08 19:17:31,155853.001,33.8162911,-106.6520516,1473.893,1498.759
4430.246,2022-08-08 19:17:32,155854,33.8162912,-106.6520512,1473.793,1498.659
4431.262,2022-08-08 19:17:33,155855,33.8162914,-106.652051,1473.689,1498.555
4432.265,2022-08-08 19:17:34,155856,33.8162913,-106.6520503,1473.563,1498.429
4433.244,2022-08-08 19:17:35,155857,33.8162917,-106.65205,1473.403,1498.268
4434.236,2022-08-08 19:17:36,155858,33.816292,-106.6520499,1473.25,1498.115
4435.242,2022-08-08 19:17:37,155859,33.8162921,-106.6520497,1473.084,1497.95
4436.267,2022-08-08 19:17:38,155860,33.8162922,-106.6520494,1472.991,1497.857
4437.251,2022-08-08 19:17:39,155861,33.816292,-106.6520491,1472.898,1497.763
4438.265,2022-08-08 19:17:40,155862,33.8162917,-106.6520486,1472.734,1497.6
4439.269,2022-08-08 19:17:41,155863,33.8162917,-106.6520484,1472.607,1497.472
4440.244,2022-08-08 19:17:42,155864,33.8162919,-106.6520482,1472.459,1497.325
4441.239,2022-08-08 19:17:43,155865,33.8162918,-106.6520477,1472.27,1497.136
4442.279,2022-08-08 19:17:44,155866,33.8162917,-106.6520474,1472.134,1497
4443.267,2022-08-08 19:17:45,155867,33.8162911,-106.6520468,1471.973,1496.839
4444.252,2022-08-08 19:17:46,155868,33.816291,-106.6520466,1471.842,1496.707
4445.267,2022-08-08 19:17:47,155869,33.8162914,-106.6520465,1471.695,1496.561
4446.267,2022-08-08 19:17:48,155870,33.8162915,-106.6520466,1471.625,1496.491
4447.249,2022-08-08 19:17:49,155871,33.8162914,-106.652046,1471.59,1496.456
4448.243,2022-08-08 19:17:50,155872,33.8162912,-106.6520451,1471.488,1496.353
4449.27,2022-08-08 19:17:51,155873,33.8162913,-106.6520446,1471.399,1496.265
4450.268,2022-08-08 19:17:52,155874,33.8162913,-106.6520439,1471.376,1496.242
4451.259,2022-08-08 19:17:53,155875,33.8162912,-106.6520431,1471.306,1496.172
4452.268,2022-08-08 19:17:54,155876,33.8162915,-106.6520428,1471.252,1496.117
4453.266,2022-08-08 19:17:55,155877,33.8162916,-106.652042,1471.27,1496.136
4454.266,2022-08-08 19:17:56,155878,33.8162916,-106.6520415,1471.216,1496.082
4455.243,2022-08-08 19:17:57,155879,33.8162916,-106.6520407,1471.23,1496.095
4456.268,2022-08-08 19:17:58,155880,33.8162917,-106.6520401,1471.2,1496.066
4457.236,2022-08-08 19:17:59,155881,33.8162914,-106.6520392,1471.175,1496.041
4458.267,2022-08-08 19:18:00,155882,33.8162911,-106.6520385,1471.25,1496.116
4459.271,2022-08-08 19:18:01,155883,33.8162908,-106.6520379,1471.25,1496.116
4460.267,2022-08-08 19:18:02,155884,33.8162909,-106.6520375,1471.373,1496.239
4461.245,2022-08-08 19:18:03,155885,33.816291,-106.6520373,1471.513,1496.379
4462.269,2022-08-08 19:18:04,155886,33.8162912,-106.652037,1471.649,1496.514
4463.248,2022-08-08 19:18:05,155887,33.8162915,-106.6520368,1471.764,1496.63
4464.244,2022-08-08 19:18:06,155888,33.8162915,-106.6520364,1471.978,1496.843
4465.265,2022-08-08 19:18:07,155889,33.8162917,-106.6520362,1472.131,1496.997
4466.245,2022-08-08 19:18:08,155890,33.8162922,-106.6520361,1472.36,1497.226
4467.283,2022-08-08 19:18:09,155891,33.8162922,-106.6520357,1472.515,1497.381
4468.243,2022-08-08 19:18:10,155892,33.8162923,-106.6520355,1472.635,1497.5
4469.245,2022-08-08 19:18:11,155893,33.8162928,-106.6520357,1472.755,1497.62
4470.269,2022-08-08 19:18:12,155894,33.8162934,-106.6520362,1472.935,1497.8
4471.268,2022-08-08 19:18:13,155895,33.816294,-106.6520366,1473.032,1497.898
4472.265,2022-08-08 19:18:14,155896,33.8162944,-106.652037,1473.187,1498.053
4473.245,2022-08-08 19:18:15,155897,33.8162947,-106.6520374,1473.418,1498.284
4474.244,2022-08-08 19:18:16,155898,33.8162952,-106.6520381,1473.503,1498.368
4475.262,2022-08-08 19:18:17,155899,33.8162956,-106.6520383,1473.56,1498.425
4476.267,2022-08-08 19:18:18,155900,33.8162957,-106.6520386,1473.601,1498.466
4477.248,2022-08-08 19:18:19,155901,33.8162966,-106.6520397,1473.648,1498.514
4478.266,2022-08-08 19:18:20,155902,33.816297,-106.6520403,1473.757,1498.623
4479.267,2022-08-08 19:18:21,155903,33.8162978,-106.652041,1473.94,1498.806
4480.236,2022-08-08 19:18:22,155904,33.8162983,-106.6520414,1474.026,1498.892
4481.266,2022-08-08 19:18:23,155905,33.8162983,-106.6520415,1474.16,1499.026
4482.236,2022-08-08 19:18:24,155906,33.8162979,-106.6520413,1474.322,1499.188
4483.243,2022-08-08 19:18:25,155907,33.8162973,-106.6520407,1474.446,1499.312
4484.269,2022-08-08 19:18:26,155908,33.8162967,-106.6520403,1474.6,1499.465
4485.268,2022-08-08 19:18:27,155909,33.8162959,-106.6520399,1474.755,1499.621
4486.242,2022-08-08 19:18:28,155910,33.816295,-106.6520397,1474.884,1499.75
4487.251,2022-08-08 19:18:29,155911,33.8162941,-106.6520392,1475.012,1499.877
4488.28,2022-08-08 19:18:30,155912,33.8162932,-106.6520393,1475.265,1500.131
4489.236,2022-08-08 19:18:31,155913,33.8162922,-106.6520392,1475.502,1500.368
4490.243,2022-08-08 19:18:32,155914,33.8162911,-106.6520391,1475.76,1500.625
4491.244,2022-08-08 19:18:33,155915,33.8162898,-106.6520384,1475.892,1500.758
4492.265,2022-08-08 19:18:34,155916,33.8162882,-106.6520374,1476.017,1500.882
4493.242,2022-08-08 19:18:35,155917,33.8162866,-106.6520366,1476.172,1501.038
4494.266,2022-08-08 19:18:36,155918,33.816285,-106.6520354,1476.41,1501.275
4495.25,2022-08-08 19:18:37,155919,33.8162832,-106.6520343,1476.698,1501.564
4496.27,2022-08-08 19:18:38,155920,33.8162812,-106.652033,1476.978,1501.843
4497.267,2022-08-08 19:18:39,155921,33.8162796,-106.6520321,1477.23,1502.096
4498.245,2022-08-08 19:18:40,155922,33.8162777,-106.6520308,1477.486,1502.351
4499.266,2022-08-08 19:18:41,155923,33.8162758,-106.6520296,1477.811,1502.676
4500.27,2022-08-08 19:18:42,155924,33.8162736,-106.6520282,1478.123,1502.989
4501.241,2022-08-08 19:18:43,155925,33.8162717,-106.6520271,1478.441,1503.307
4502.246,2022-08-08 19:18:44,155926,33.8162694,-106.6520258,1478.833,1503.699
4503.265,2022-08-08 19:18:45,155927,33.8162673,-106.6520247,1479.114,1503.98
4504.239,2022-08-08 19:18:46,155928,33.8162651,-106.652023,1479.466,1504.332
4505.244,2022-08-08 19:18:47,155929,33.8162629,-106.6520213,1479.721,1504.587
4506.269,2022-08-08 19:18:48,155930,33.8162607,-106.6520194,1479.982,1504.847
4507.243,2022-08-08 19:18:49,155931,33.816259,-106.6520183,1480.217,1505.082
4508.266,2022-08-08 19:18:50,155932,33.8162576,-106.6520173,1480.448,1505.314
4509.244,2022-08-08 19:18:51,155933,33.8162562,-106.6520161,1480.676,1505.542
4510.266,2022-08-08 19:18:52,155934,33.8162548,-106.6520149,1480.829,1505.694
4511.238,2022-08-08 19:18:53,155935,33.8162534,-106.6520134,1480.963,1505.829
4512.266,2022-08-08 19:18:54,155936,33.8162522,-106.652012,1481.136,1506.001
4513.271,2022-08-08 19:18:55,155937,33.816251,-106.6520107,1481.264,1506.13
4514.247,2022-08-08 19:18:56,155938,33.8162495,-106.652009,1481.422,1506.288
4515.239,2022-08-08 19:18:57,155939,33.8162479,-106.6520069,1481.635,1506.5
4516.243,2022-08-08 19:18:58,155940,33.8162468,-106.6520055,1481.844,1506.709
4517.282,2022-08-08 19:18:59,155941,33.8162459,-106.6520042,1482.001,1506.867
4518.246,2022-08-08 19:19:00,155942,33.816245,-106.6520027,1482.193,1507.058
4519.269,2022-08-08 19:19:01,155943,33.8162444,-106.6520017,1482.409,1507.275
4520.269,2022-08-08 19:19:02,155944,33.8162439,-106.652001,1482.544,1507.41
4521.239,2022-08-08 19:19:03,155945,33.8162435,-106.6520002,1482.713,1507.579
4522.27,2022-08-08 19:19:04,155946,33.8162428,-106.6519992,1482.841,1507.707
4523.265,2022-08-08 19:19:05,155947,33.8162422,-106.651998,1482.899,1507.765
4524.29,2022-08-08 19:19:06,155948,33.8162419,-106.6519975,1482.976,1507.842
4525.266,2022-08-08 19:19:07,155949,33.8162415,-106.6519965,1483.03,1507.895
4526.25,2022-08-08 19:19:08,155950,33.8162412,-106.6519959,1483.081,1507.947
4527.252,2022-08-08 19:19:09,155951,33.8162406,-106.6519954,1483.204,1508.07
4528.243,2022-08-08 19:19:10,155952,33.8162404,-106.6519954,1483.276,1508.142
4529.265,2022-08-08 19:19:11,155953,33.81624,-106.6519948,1483.406,1508.271
4530.248,2022-08-08 19:19:12,155954,33.8162395,-106.6519939,1483.44,1508.306
4531.269,2022-08-08 19:19:13,155955,33.816239,-106.6519934,1483.545,1508.411
4532.265,2022-08-08 19:19:14,155956,33.8162387,-106.6519928,1483.549,1508.415
4533.248,2022-08-08 19:19:15,155957,33.8162381,-106.6519922,1483.646,1508.512
4534.265,2022-08-08 19:19:16,155958,33.8162378,-106.6519917,1483.68,1508.546
4535.238,2022-08-08 19:19:17,155959,33.8162377,-106.6519915,1483.723,1508.589
4536.242,2022-08-08 19:19:18,155960,33.8162371,-106.6519906,1483.815,1508.681
4537.266,2022-08-08 19:19:19,155961,33.8162368,-106.6519905,1483.86,1508.726
4538.24,2022-08-08 19:19:20,155962,33.8162358,-106.6519896,1483.989,1508.855
4539.266,2022-08-08 19:19:21,155963,33.8162353,-106.6519888,1484.131,1508.997
4540.283,2022-08-08 19:19:22,155964.001,33.8162348,-106.6519882,1484.275,1509.141
4541.249,2022-08-08 19:19:23,155965,33.8162345,-106.6519878,1484.399,1509.264
4542.244,2022-08-08 19:19:24,155966,33.8162342,-106.6519871,1484.469,1509.335
4543.263,2022-08-08 19:19:25,155967,33.8162337,-106.6519864,1484.579,1509.445
4544.241,2022-08-08 19:19:26,155968,33.816233,-106.6519854,1484.731,1509.597
4545.267,2022-08-08 19:19:27,155969,33.8162326,-106.6519847,1484.834,1509.7
4546.271,2022-08-08 19:19:28,155970,33.8162323,-106.6519844,1484.951,1509.817
4547.235,2022-08-08 19:19:29,155971,33.8162321,-106.6519838,1485.001,1509.867
4548.266,2022-08-08 19:19:30,155972,33.8162314,-106.6519831,1485.13,1509.996
4549.279,2022-08-08 19:19:31,155973,33.8162309,-106.6519829,1485.282,1510.148
4550.266,2022-08-08 19:19:32,155974,33.8162301,-106.6519817,1485.44,1510.306
4551.266,2022-08-08 19:19:33,155975,33.8162295,-106.6519806,1485.596,1510.461
4552.264,2022-08-08 19:19:34,155976,33.8162286,-106.651979,1485.758,1510.624
4553.263,2022-08-08 19:19:35,155977,33.8162279,-106.6519782,1485.8,1510.666
4554.24,2022-08-08 19:19:36,155978,33.8162276,-106.6519779,1485.95,1510.815
4555.246,2022-08-08 19:19:37,155979,33.8162277,-106.651978,1486.044,1510.909
4556.269,2022-08-08 19:19:38,155980,33.816228,-106.6519773,1485.994,1510.86
4557.247,2022-08-08 19:19:39,155981,33.8162282,-106.6519772,1485.998,1510.863
4558.266,2022-08-08 19:19:40,155982,33.8162284,-106.6519772,1485.981,1510.846
4559.24,2022-08-08 19:19:41,155983,33.8162289,-106.6519772,1485.899,1510.765
4560.264,2022-08-08 19:19:42,155984,33.8162291,-106.6519771,1485.85,1510.716
4561.244,2022-08-08 19:19:43,155985,33.8162296,-106.6519773,1485.779,1510.644
4562.248,2022-08-08 19:19:44,155986,33.8162303,-106.6519777,1485.708,1510.574
4563.236,2022-08-08 19:19:45,155987,33.8162311,-106.6519781,1485.608,1510.474
4564.265,2022-08-08 19:19:46,155988,33.8162321,-106.6519787,1485.504,1510.37
4565.266,2022-08-08 19:19:47,155989,33.8162331,-106.6519794,1485.384,1510.25
4566.264,2022-08-08 19:19:48,155990,33.8162336,-106.6519792,1485.241,1510.106
4567.261,2022-08-08 19:19:49,155991,33.8162342,-106.651979,1485.072,1509.938
4568.241,2022-08-08 19:19:50,155992,33.816235,-106.6519792,1484.889,1509.755
4569.235,2022-08-08 19:19:51,155993,33.8162358,-106.6519794,1484.724,1509.59
4570.243,2022-08-08 19:19:52,155994,33.8162365,-106.6519792,1484.562,1509.428
4571.244,2022-08-08 19:19:53,155995,33.8162374,-106.6519794,1484.386,1509.251
4572.267,2022-08-08 19:19:54,155996,33.8162385,-106.6519801,1484.203,1509.068
4573.286,2022-08-08 19:19:55,155997,33.8162394,-106.6519808,1484.118,1508.984
4574.245,2022-08-08 19:19:56,155998,33.8162405,-106.6519815,1484.093,1508.959
4575.248,2022-08-08 19:19:57,155999,33.8162416,-106.6519827,1484.09,1508.956
4576.268,2022-08-08 19:19:58,156000,33.8162428,-106.6519839,1484.044,1508.91
4577.247,2022-08-08 19:19:59,156001,33.8162439,-106.6519848,1484.014,1508.879
4578.267,2022-08-08 19:20:00,156002,33.8162449,-106.6519858,1483.939,1508.804
4579.235,2022-08-08 19:20:01,156003,33.8162457,-106.6519866,1483.86,1508.726
4580.267,2022-08-08 19:20:02,156004,33.8162463,-106.6519874,1483.802,1508.668
4581.265,2022-08-08 19:20:03,156005,33.8162467,-106.6519881,1483.678,1508.544
4582.246,2022-08-08 19:20:04,156006,33.8162467,-106.6519887,1483.623,1508.489
4583.243,2022-08-08 19:20:05,156007,33.8162469,-106.6519894,1483.55,1508.415
4584.251,2022-08-08 19:20:06,156008,33.8162475,-106.6519899,1483.482,1508.348
4585.24,2022-08-08 19:20:07,156009,33.8162475,-106.6519901,1483.453,1508.319
4586.265,2022-08-08 19:20:08,156010,33.8162479,-106.6519906,1483.396,1508.262
4587.241,2022-08-08 19:20:09,156011,33.8162478,-106.6519908,1483.432,1508.297
4588.265,2022-08-08 19:20:10,156012,33.8162478,-106.6519917,1483.421,1508.287
4589.264,2022-08-08 19:20:11,156013,33.8162476,-106.6519926,1483.47,1508.336
4590.267,2022-08-08 19:20:12,156014,33.8162474,-106.6519937,1483.56,1508.426
4591.25,2022-08-08 19:20:13,156015,33.8162475,-106.651995,1483.633,1508.499
4592.271,2022-08-08 19:20:14,156016,33.8162474,-106.6519967,1483.715,1508.58
4593.243,2022-08-08 19:20:15,156017,33.816247,-106.6519976,1483.899,1508.764
4594.244,2022-08-08 19:20:16,156018,33.8162469,-106.6519987,1484.036,1508.902
4595.243,2022-08-08 19:20:17,156019,33.8162465,-106.6519997,1484.182,1509.048
4596.249,2022-08-08 19:20:18,156020,33.8162463,-106.6520007,1484.338,1509.203
4597.267,2022-08-08 19:20:19,156021,33.8162459,-106.6520014,1484.544,1509.41
4598.265,2022-08-08 19:20:20,156022,33.816246,-106.6520027,1484.703,1509.569
4599.268,2022-08-08 19:20:21,156023,33.8162456,-106.652003,1485.006,1509.871
4600.246,2022-08-08 19:20:22,156024,33.8162453,-106.6520034,1485.29,1510.156
4601.266,2022-08-08 19:20:23,156025,33.8162452,-106.6520043,1485.516,1510.382
4602.237,2022-08-08 19:20:24,156026,33.816245,-106.6520052,1485.731,1510.597
4603.267,2022-08-08 19:20:25,156027,33.8162446,-106.6520059,1485.97,1510.836
4604.267,2022-08-08 19:20:26,156028,33.8162443,-106.6520065,1486.17,1511.036
4605.244,2022-08-08 19:20:27,156029,33.816244,-106.6520072,1486.357,1511.222
4606.249,2022-08-08 19:20:28,156030,33.8162437,-106.6520079,1486.544,1511.41
4607.273,2022-08-08 19:20:29,156031,33.8162432,-106.6520085,1486.758,1511.623
4608.268,2022-08-08 19:20:30,156032,33.8162427,-106.6520093,1486.879,1511.745
4609.267,2022-08-08 19:20:31,156033,33.8162426,-106.6520101,1487.101,1511.967
4610.267,2022-08-08 19:20:32,156034,33.8162424,-106.652011,1487.284,1512.15
4611.267,2022-08-08 19:20:33,156035,33.8162421,-106.6520117,1487.417,1512.282
4612.248,2022-08-08 19:20:34,156036,33.8162416,-106.6520125,1487.563,1512.429
4613.268,2022-08-08 19:20:35,156037,33.8162411,-106.6520137,1487.661,1512.527
4614.243,2022-08-08 19:20:36,156038,33.8162402,-106.6520139,1487.815,1512.681
4615.267,2022-08-08 19:20:37,156039,33.8162391,-106.6520137,1487.963,1512.829
4616.25,2022-08-08 19:20:38,156040,33.8162381,-106.652014,1488.058,1512.923
4617.245,2022-08-08 19:20:39,156041,33.8162369,-106.6520141,1488.136,1513.002
4618.252,2022-08-08 19:20:40,156042,33.8162358,-106.6520144,1488.207,1513.073
4619.25,2022-08-08 19:20:41,156043,33.8162347,-106.6520143,1488.331,1513.197
4620.234,2022-08-08 19:20:42,156044,33.8162337,-106.6520138,1488.472,1513.338
4621.251,2022-08-08 19:20:43,156045,33.8162328,-106.6520133,1488.608,1513.473
4622.246,2022-08-08 19:20:44,156046,33.8162325,-106.6520136,1488.66,1513.526
4623.269,2022-08-08 19:20:45,156047,33.8162322,-106.6520139,1488.704,1513.57
4624.269,2022-08-08 19:20:46,156048,33.816232,-106.652014,1488.726,1513.591
4625.265,2022-08-08 19:20:47,156049,33.8162319,-106.6520139,1488.761,1513.627
4626.244,2022-08-08 19:20:48,156050,33.8162319,-106.6520138,1488.777,1513.643
4627.266,2022-08-08 19:20:49,156051,33.8162316,-106.6520136,1488.897,1513.762
4628.246,2022-08-08 19:20:50,156052,33.8162317,-106.6520138,1488.959,1513.824
4629.244,2022-08-08 19:20:51,156053,33.8162316,-106.6520135,1489.045,1513.911
4630.235,2022-08-08 19:20:52,156054,33.8162311,-106.6520133,1489.2,1514.066
4631.265,2022-08-08 19:20:53,156055,33.8162306,-106.6520132,1489.378,1514.243
4632.236,2022-08-08 19:20:54,156056,33.8162299,-106.652013,1489.558,1514.423
4633.24,2022-08-08 19:20:55,156057,33.8162293,-106.6520129,1489.771,1514.636
4634.245,2022-08-08 19:20:56,156058,33.8162289,-106.6520127,1489.97,1514.836
4635.241,2022-08-08 19:20:57,156059,33.8162286,-106.6520126,1490.075,1514.941
4636.268,2022-08-08 19:20:58,156060,33.8162276,-106.6520119,1490.252,1515.117
4637.25,2022-08-08 19:20:59,156061,33.8162269,-106.6520115,1490.357,1515.222
4638.265,2022-08-08 19:21:00,156062,33.8162263,-106.6520113,1490.481,1515.347
4639.266,2022-08-08 19:21:01,156063,33.8162258,-106.652011,1490.615,1515.481
4640.264,2022-08-08 19:21:02,156064,33.8162254,-106.6520106,1490.694,1515.559
4641.241,2022-08-08 19:21:03,156065,33.8162251,-106.6520106,1490.746,1515.612
4642.265,2022-08-08 19:21:04,156066,33.8162255,-106.6520112,1490.742,1515.607
4643.266,2022-08-08 19:21:05,156067,33.8162258,-106.6520116,1490.689,1515.555
4644.267,2022-08-08 19:21:06,156068,33.8162257,-106.6520114,1490.659,1515.525
4645.243,2022-08-08 19:21:07,156069,33.8162258,-106.6520111,1490.606,1515.472
4646.27,2022-08-08 19:21:08,156070,33.816226,-106.6520111,1490.562,1515.427
4647.268,2022-08-08 19:21:09,156071,33.8162262,-106.652011,1490.503,1515.368
4648.267,2022-08-08 19:21:10,156072,33.8162266,-106.6520108,1490.514,1515.38
4649.267,2022-08-08 19:21:11,156073,33.8162268,-106.6520103,1490.496,1515.362
4650.265,2022-08-08 19:21:12,156074,33.8162271,-106.6520099,1490.488,1515.354
4651.266,2022-08-08 19:21:13,156075.001,33.8162278,-106.6520102,1490.447,1515.312
4652.264,2022-08-08 19:21:14,156076,33.8162283,-106.6520102,1490.475,1515.341
4653.268,2022-08-08 19:21:15,156077,33.8162287,-106.65201,1490.429,1515.295
4654.284,2022-08-08 19:21:16,156078,33.8162293,-106.6520098,1490.383,1515.249
4655.264,2022-08-08 19:21:17,156079,33.8162299,-106.6520095,1490.387,1515.253
4656.265,2022-08-08 19:21:18,156080,33.8162302,-106.6520093,1490.359,1515.225
4657.243,2022-08-08 19:21:19,156081,33.8162303,-106.652009,1490.394,1515.26
4658.264,2022-08-08 19:21:20,156082,33.8162308,-106.6520091,1490.375,1515.241
4659.264,2022-08-08 19:21:21,156083,33.816231,-106.6520086,1490.373,1515.238
4660.267,2022-08-08 19:21:22,156084,33.8162314,-106.6520082,1490.316,1515.181
4661.265,2022-08-08 19:21:23,156085,33.8162315,-106.6520077,1490.314,1515.18
4662.237,2022-08-08 19:21:24,156086,33.8162316,-106.6520074,1490.319,1515.184
4663.265,2022-08-08 19:21:25,156087,33.8162318,-106.652007,1490.311,1515.176
4664.241,2022-08-08 19:21:26,156088,33.8162321,-106.6520067,1490.259,1515.124
4665.247,2022-08-08 19:21:27,156089,33.8162324,-106.6520062,1490.181,1515.046
4666.236,2022-08-08 19:21:28,156090,33.8162326,-106.6520055,1490.083,1514.948
4667.265,2022-08-08 19:21:29,156091,33.8162331,-106.6520053,1489.939,1514.805
4668.247,2022-08-08 19:21:30,156092,33.8162336,-106.6520053,1489.769,1514.635
4669.247,2022-08-08 19:21:31,156093,33.8162338,-106.6520054,1489.76,1514.626
4670.267,2022-08-08 19:21:32,156094,33.8162339,-106.6520055,1489.772,1514.637
4671.245,2022-08-08 19:21:33,156095,33.8162341,-106.6520058,1489.794,1514.66
4672.245,2022-08-08 19:21:34,156096,33.8162345,-106.6520064,1489.758,1514.624
4673.243,2022-08-08 19:21:35,156097,33.8162345,-106.6520065,1489.747,1514.613
4674.266,2022-08-08 19:21:36,156098,33.816234,-106.6520062,1489.845,1514.71
4675.266,2022-08-08 19:21:37,156099,33.8162337,-106.6520061,1489.922,1514.788
4676.25,2022-08-08 19:21:38,156100,33.8162337,-106.6520063,1489.949,1514.815
4677.268,2022-08-08 19:21:39,156101,33.8162335,-106.6520061,1489.943,1514.809
4678.244,2022-08-08 19:21:40,156102,33.8162334,-106.6520059,1489.892,1514.758
4679.248,2022-08-08 19:21:41,156103,33.8162331,-106.6520051,1489.75,1514.616
4680.266,2022-08-08 19:21:42,156104,33.8162327,-106.6520041,1489.66,1514.526
4681.265,2022-08-08 19:21:43,156105,33.8162328,-106.6520037,1489.491,1514.357
4682.265,2022-08-08 19:21:44,156106,33.8162332,-106.6520036,1489.233,1514.099
4683.264,2022-08-08 19:21:45,156107,33.8162334,-106.6520034,1489.076,1513.941
4684.27,2022-08-08 19:21:46,156108,33.8162336,-106.6520033,1488.856,1513.721
4685.264,2022-08-08 19:21:47,156109,33.8162339,-106.6520034,1488.603,1513.469
4686.266,2022-08-08 19:21:48,156110,33.8162339,-106.6520032,1488.44,1513.306
4687.269,2022-08-08 19:21:49,156111,33.8162341,-106.6520032,1488.33,1513.195
4688.265,2022-08-08 19:21:50,156112,33.816234,-106.6520031,1488.253,1513.119
4689.266,2022-08-08 19:21:51,156113,33.816234,-106.652003,1488.106,1512.972
4690.243,2022-08-08 19:21:52,156114,33.8162337,-106.6520021,1487.907,1512.773
4691.243,2022-08-08 19:21:53,156115,33.8162338,-106.6520015,1487.698,1512.563
4692.267,2022-08-08 19:21:54,156116,33.8162346,-106.6520019,1487.447,1512.312
4693.242,2022-08-08 19:21:55,156117,33.8162355,-106.6520028,1487.236,1512.102
4694.28,2022-08-08 19:21:56,156118,33.8162365,-106.6520035,1487.045,1511.911
4695.266,2022-08-08 19:21:57,156119,33.8162372,-106.6520041,1486.904,1511.769
4696.263,2022-08-08 19:21:58,156120,33.8162381,-106.6520046,1486.781,1511.647
4697.27,2022-08-08 19:21:59,156121,33.8162383,-106.6520047,1486.878,1511.743
4698.261,2022-08-08 19:22:00,156122,33.8162388,-106.6520053,1486.878,1511.743
4699.266,2022-08-08 19:22:01,156123,33.816239,-106.6520055,1486.951,1511.816
4700.246,2022-08-08 19:22:02,156124,33.8162389,-106.6520054,1487.013,1511.879
4701.262,2022-08-08 19:22:03,156125,33.8162391,-106.6520055,1487.071,1511.936
4702.265,2022-08-08 19:22:04,156126,33.8162392,-106.6520057,1487.102,1511.968
4703.266,2022-08-08 19:22:05,156127,33.8162396,-106.6520059,1487.081,1511.946
4704.239,2022-08-08 19:22:06,156128,33.8162403,-106.6520066,1486.973,1511.838
4705.265,2022-08-08 19:22:07,156129,33.8162404,-106.6520068,1486.956,1511.821
4706.237,2022-08-08 19:22:08,156130,33.8162413,-106.6520076,1486.796,1511.662
4707.262,2022-08-08 19:22:09,156131,33.8162424,-106.6520084,1486.654,1511.52
4708.243,2022-08-08 19:22:10,156132,33.8162429,-106.6520089,1486.671,1511.536
4709.247,2022-08-08 19:22:11,156133,33.8162443,-106.6520103,1486.585,1511.45
4710.262,2022-08-08 19:22:12,156134,33.8162445,-106.6520109,1486.594,1511.46
4711.24,2022-08-08 19:22:13,156135,33.8162447,-106.6520115,1486.61,1511.475
4712.265,2022-08-08 19:22:14,156136,33.8162454,-106.6520126,1486.456,1511.322
4713.265,2022-08-08 19:22:15,156137,33.8162462,-106.6520139,1486.266,1511.131
4714.242,2022-08-08 19:22:16,156138,33.8162472,-106.6520151,1486.107,1510.973
4715.263,2022-08-08 19:22:17,156139,33.8162482,-106.6520163,1485.975,1510.841
4716.239,2022-08-08 19:22:18,156140,33.8162489,-106.6520172,1485.96,1510.826
4717.266,2022-08-08 19:22:19,156141,33.8162495,-106.6520178,1485.932,1510.797
4718.235,2022-08-08 19:22:20,156142,33.81625,-106.6520182,1485.957,1510.823
4719.247,2022-08-08 19:22:21,156143,33.8162514,-106.6520197,1485.754,1510.62
4720.263,2022-08-08 19:22:22,156144,33.8162518,-106.6520204,1485.68,1510.545
4721.241,2022-08-08 19:22:23,156145,33.8162527,-106.6520212,1485.536,1510.401
4722.236,2022-08-08 19:22:24,156146,33.8162528,-106.6520215,1485.604,1510.469
4723.239,2022-08-08 19:22:25,156147,33.8162534,-106.652022,1485.566,1510.431
4724.261,2022-08-08 19:22:26,156148,33.8162541,-106.6520223,1485.518,1510.384
4725.244,2022-08-08 19:22:27,156149,33.8162551,-106.6520227,1485.357,1510.223
4726.264,2022-08-08 19:22:28,156150,33.8162562,-106.6520229,1485.213,1510.079
4727.234,2022-08-08 19:22:29,156151,33.8162571,-106.6520229,1485.021,1509.886
4728.264,2022-08-08 19:22:30,156152,33.8162581,-106.6520229,1484.827,1509.692
4729.25,2022-08-08 19:22:31,156153,33.8162599,-106.6520235,1484.498,1509.364
4730.241,2022-08-08 19:22:32,156154,33.8162612,-106.6520236,1484.249,1509.115
4731.268,2022-08-08 19:22:33,156155,33.8162621,-106.6520232,1484.032,1508.898
4732.266,2022-08-08 19:22:34,156156,33.8162626,-106.6520224,1483.921,1508.787
4733.279,2022-08-08 19:22:35,156157,33.8162632,-106.6520219,1483.865,1508.73
4734.25,2022-08-08 19:22:36,156158,33.8162647,-106.652022,1483.746,1508.611
4735.242,2022-08-08 19:22:37,156159,33.816266,-106.6520223,1483.627,1508.492
4736.243,2022-08-08 19:22:38,156160,33.8162678,-106.6520227,1483.461,1508.327
4737.265,2022-08-08 19:22:39,156161,33.8162698,-106.6520233,1483.296,1508.161
4738.24,2022-08-08 19:22:40,156162,33.8162708,-106.6520236,1483.155,1508.021
4739.267,2022-08-08 19:22:41,156163,33.8162711,-106.6520241,1483.154,1508.02
