FrameTime (s),SystemTime (UTC),GpsTimeOfWeek (s),Latitude (deg),Longitude (deg),HaeAlt (m),MslAlt (m)
1364.299,2022-08-08 18:26:26,152788,33.8162139,-106.6519357,1482.901,1507.766
1365.28,2022-08-08 18:26:27,152789,33.8162132,-106.6519357,1483.02,1507.886
1366.316,2022-08-08 18:26:28,152790,33.8162132,-106.6519361,1483.05,1507.916
1367.301,2022-08-08 18:26:29,152791,33.8162127,-106.6519361,1483.152,1508.018
1368.301,2022-08-08 18:26:30,152792,33.8162125,-106.6519363,1483.263,1508.129
1369.301,2022-08-08 18:26:31,152793,33.8162122,-106.6519362,1483.298,1508.163
1370.302,2022-08-08 18:26:32,152794,33.8162126,-106.6519369,1483.347,1508.213
1371.288,2022-08-08 18:26:33,152795,33.8162122,-106.6519369,1483.397,1508.262
1372.302,2022-08-08 18:26:34,152796,33.8162103,-106.6519353,1483.489,1508.354
1373.302,2022-08-08 18:26:35,152797,33.8162105,-106.6519359,1483.541,1508.407
1374.304,2022-08-08 18:26:36,152798,33.8162102,-106.6519357,1483.621,1508.487
1375.272,2022-08-08 18:26:37,152799,33.8162097,-106.6519351,1483.668,1508.534
1376.274,2022-08-08 18:26:38,152800,33.8162106,-106.6519356,1483.674,1508.539
1377.303,2022-08-08 18:26:39,152801,33.8162105,-106.6519354,1483.777,1508.643
1378.3,2022-08-08 18:26:40,152802,33.8162102,-106.651935,1483.76,1508.625
1379.3,2022-08-08 18:26:41,152803,33.8162105,-106.6519353,1483.852,1508.717
1380.321,2022-08-08 18:26:42,152804,33.8162108,-106.6519355,1483.965,1508.83
1381.303,2022-08-08 18:26:43,152805,33.8162106,-106.651935,1483.993,1508.858
1382.29,2022-08-08 18:26:44,152806,33.8162111,-106.6519353,1483.971,1508.836
1383.303,2022-08-08 18:26:45,152807,33.8162123,-106.6519359,1483.804,1508.67
1384.302,2022-08-08 18:26:46,152808,33.8162129,-106.6519363,1483.818,1508.683
1385.275,2022-08-08 18:26:47,152809,33.8162129,-106.6519359,1483.74,1508.606
1386.278,2022-08-08 18:26:48,152810,33.816213,-106.651936,1483.696,1508.562
1387.279,2022-08-08 18:26:49,152811,33.8162126,-106.6519356,1483.648,1508.514
1388.286,2022-08-08 18:26:50,152812,33.8162121,-106.6519348,1483.629,1508.495
1389.302,2022-08-08 18:26:51,152813,33.8162116,-106.6519339,1483.602,1508.467
1390.302,2022-08-08 18:26:52,152814,33.8162109,-106.6519332,1483.538,1508.404
1391.301,2022-08-08 18:26:53,152815,33.8162109,-106.6519333,1483.585,1508.45
1392.272,2022-08-08 18:26:54,152816,33.8162104,-106.651933,1483.528,1508.394
1393.304,2022-08-08 18:26:55,152817,33.8162095,-106.6519319,1483.496,1508.362
1394.302,2022-08-08 18:26:56,152818,33.816209,-106.6519317,1483.468,1508.333
1395.283,2022-08-08 18:26:57,152819,33.8162079,-106.6519305,1483.406,1508.272
1396.302,2022-08-08 18:26:58,152820,33.8162067,-106.6519292,1483.322,1508.188
1397.301,2022-08-08 18:26:59,152821.001,33.8162054,-106.6519281,1483.261,1508.127
1398.303,2022-08-08 18:27:00,152822,33.8162045,-106.6519275,1483.288,1508.154
1399.279,2022-08-08 18:27:01,152823,33.8162035,-106.6519269,1483.332,1508.198
1400.304,2022-08-08 18:27:02,152824,33.816203,-106.6519271,1483.363,1508.229
1401.303,2022-08-08 18:27:03,152825,33.8162024,-106.6519265,1483.317,1508.183
1402.272,2022-08-08 18:27:04,152826,33.8162019,-106.6519262,1483.261,1508.127
1403.304,2022-08-08 18:27:05,152827,33.8162016,-106.6519261,1483.213,1508.078
1404.283,2022-08-08 18:27:06,152828,33.8162012,-106.6519262,1483.14,1508.005
1405.299,2022-08-08 18:27:07,152829,33.8162013,-106.651927,1483.165,1508.031
1406.302,2022-08-08 18:27:08,152830,33.8162011,-106.6519273,1483.172,1508.038
1407.279,2022-08-08 18:27:09,152831,33.8162004,-106.6519268,1483.181,1508.047
1408.302,2022-08-08 18:27:10,152832,33.8162,-106.6519266,1483.2,1508.066
1409.323,2022-08-08 18:27:11,152833,33.8162,-106.6519269,1483.269,1508.134
1410.278,2022-08-08 18:27:12,152834,33.8161999,-106.6519272,1483.313,1508.179
