FrameTime (s),SystemTime (UTC),GpsTimeOfWeek (s),PositionX (m),PositionY (m),PositionZ (m)
8270.236,2022-08-08 20:21:32,159694,-1520434.8,-5083346.79,3530358.79
8271.236,2022-08-08 20:21:33,159695,-1520434.78,-5083346.92,3530358.82
8272.232,2022-08-08 20:21:34,159696,-1520434.77,-5083347.12,3530358.83
8273.206,2022-08-08 20:21:35,159697,-1520434.77,-5083347.26,3530358.82
8274.212,2022-08-08 20:21:36,159698,-1520434.75,-5083347.36,3530358.76
8275.238,2022-08-08 20:21:37,159699,-1520434.75,-5083347.48,3530358.75
8276.216,2022-08-08 20:21:38,159700,-1520434.76,-5083347.59,3530358.71
8277.235,2022-08-08 20:21:39,159701,-1520434.78,-5083347.78,3530358.69
8278.234,2022-08-08 20:21:40,159702,-1520434.86,-5083348.09,3530358.79
8279.216,2022-08-08 20:21:41,159703,-1520434.93,-5083348.31,3530358.87
8280.241,2022-08-08 20:21:42,159704,-1520434.98,-5083348.49,3530358.88
8281.233,2022-08-08 20:21:43,159705,-1520435.04,-5083348.66,3530358.9
8282.233,2022-08-08 20:21:44,159706,-1520435.1,-5083348.84,3530358.89
8283.234,2022-08-08 20:21:45,159707,-1520435.17,-5083349,3530358.9
8284.258,2022-08-08 20:21:46,159708,-1520435.21,-5083349.08,3530358.86
8285.24,2022-08-08 20:21:47,159709,-1520435.24,-5083349.1,3530358.74
8286.21,2022-08-08 20:21:48,159710,-1520435.27,-5083349.22,3530358.72
8287.209,2022-08-08 20:21:49,159711,-1520435.3,-5083349.41,3530358.74
8288.212,2022-08-08 20:21:50,159712,-1520435.34,-5083349.61,3530358.74
8289.209,2022-08-08 20:21:51,159713,-1520435.37,-5083349.73,3530358.72
8290.234,2022-08-08 20:21:52,159714,-1520435.37,-5083349.81,3530358.65
8291.21,2022-08-08 20:21:53,159715,-1520435.37,-5083349.89,3530358.53
8292.241,2022-08-08 20:21:54,159716,-1520435.44,-5083349.94,3530358.49
8293.238,2022-08-08 20:21:55,159717,-1520435.46,-5083349.94,3530358.33
8294.21,2022-08-08 20:21:56,159718,-1520435.48,-5083349.94,3530358.2
8295.217,2022-08-08 20:21:57,159719,-1520435.5,-5083349.87,3530358.06
8296.254,2022-08-08 20:21:58,159720,-1520435.51,-5083349.76,3530357.88
8297.253,2022-08-08 20:21:59,159721,-1520435.54,-5083349.75,3530357.75
8298.245,2022-08-08 20:22:00,159722,-1520435.58,-5083349.74,3530357.63
8299.233,2022-08-08 20:22:01,159723,-1520435.65,-5083349.82,3530357.58
8300.234,2022-08-08 20:22:02,159724,-1520435.7,-5083349.86,3530357.5
8301.206,2022-08-08 20:22:03,159725,-1520435.75,-5083349.86,3530357.41
8302.212,2022-08-08 20:22:04,159726,-1520435.77,-5083349.84,3530357.3
8303.238,2022-08-08 20:22:05,159727,-1520435.8,-5083349.88,3530357.17
8304.211,2022-08-08 20:22:06,159728,-1520436.47,-5083349.86,3530357.17
8305.215,2022-08-08 20:22:07,159729,-1520436.8,-5083349.84,3530357.05
8306.24,2022-08-08 20:22:08,159730,-1520437,-5083349.73,3530356.83
8307.236,2022-08-08 20:22:09,159731,-1520437.16,-5083349.69,3530356.66
8308.235,2022-08-08 20:22:10,159732,-1520437.27,-5083349.65,3530356.49
8309.211,2022-08-08 20:22:11,159733,-1520437.35,-5083349.56,3530356.32
8310.234,2022-08-08 20:22:12,159734,-1520437.4,-5083349.37,3530356.03
8311.215,2022-08-08 20:22:13,159735,-1520437.5,-5083349.32,3530355.81
8312.211,2022-08-08 20:22:14,159736,-1520437.57,-5083349.14,3530355.54
8313.22,2022-08-08 20:22:15,159737,-1520437.67,-5083349.14,3530355.39
8314.212,2022-08-08 20:22:16,159738,-1520437.72,-5083349.07,3530355.18
8315.209,2022-08-08 20:22:17,159739,-1520437.82,-5083348.91,3530354.93
8316.212,2022-08-08 20:22:18,159740,-1520437.91,-5083348.68,3530354.7
8317.213,2022-08-08 20:22:19,159741,-1520437.97,-5083348.46,3530354.43
8318.24,2022-08-08 20:22:20,159742,-1520437.98,-5083348.29,3530354.18
8319.26,2022-08-08 20:22:21,159743,-1520437.98,-5083348.07,3530353.92
8320.209,2022-08-08 20:22:22,159744,-1520437.98,-5083348.07,3530353.81
8321.213,2022-08-08 20:22:23,159745,-1520438,-5083348.07,3530353.68
8322.253,2022-08-08 20:22:24,159746,-1520437.99,-5083347.94,3530353.43
8323.214,2022-08-08 20:22:25,159747,-1520437.97,-5083347.83,3530353.23
8324.239,2022-08-08 20:22:26,159748,-1520437.94,-5083347.72,3530353.03
8325.262,2022-08-08 20:22:27,159749,-1520437.96,-5083347.71,3530352.92
8326.234,2022-08-08 20:22:28,159750,-1520437.99,-5083347.6,3530352.76
8327.22,2022-08-08 20:22:29,159751,-1520438.08,-5083347.65,3530352.74
8328.224,2022-08-08 20:22:30,159752,-1520438.14,-5083347.67,3530352.68
8329.223,2022-08-08 20:22:31,159753,-1520438.23,-5083347.78,3530352.73
8330.222,2022-08-08 20:22:32,159754,-1520438.32,-5083348.05,3530352.9
8331.199,2022-08-08 20:22:33,159755,-1520438.41,-5083348.18,3530352.98
8332.199,2022-08-08 20:22:34,159756,-1520438.49,-5083348.39,3530353.1
8333.204,2022-08-08 20:22:35,159757,-1520438.55,-5083348.66,3530353.31
8334.196,2022-08-08 20:22:36,159758,-1520438.59,-5083348.85,3530353.44
8335.224,2022-08-08 20:22:37,159759,-1520438.64,-5083349.08,3530353.61
8336.2,2022-08-08 20:22:38,159760,-1520438.68,-5083349.33,3530353.77
8337.225,2022-08-08 20:22:39,159761,-1520438.73,-5083349.64,3530354.01
8338.221,2022-08-08 20:22:40,159762,-1520438.71,-5083349.88,3530354.12
8339.21,2022-08-08 20:22:41,159763,-1520438.65,-5083350.04,3530354.11
8340.225,2022-08-08 20:22:42,159764,-1520438.65,-5083350.31,3530354.24
8341.224,2022-08-08 20:22:43,159765,-1520438.65,-5083350.61,3530354.37
8342.213,2022-08-08 20:22:44,159766,-1520438.69,-5083350.95,3530354.57
8343.221,2022-08-08 20:22:45,159767,-1520438.71,-5083351.25,3530354.71
8344.207,2022-08-08 20:22:46,159768,-1520438.75,-5083351.59,3530354.91
8345.226,2022-08-08 20:22:47,159769,-1520438.78,-5083351.96,3530355.14
8346.225,2022-08-08 20:22:48,159770,-1520438.78,-5083352.19,3530355.24
8347.227,2022-08-08 20:22:49,159771,-1520438.8,-5083352.53,3530355.44
8348.211,2022-08-08 20:22:50,159772,-1520438.78,-5083352.82,3530355.56
8349.203,2022-08-08 20:22:51,159773,-1520438.77,-5083353.1,3530355.68
8350.201,2022-08-08 20:22:52,159774,-1520438.76,-5083353.36,3530355.81
8351.2,2022-08-08 20:22:53,159775,-1520438.68,-5083353.55,3530355.81
8352.211,2022-08-08 20:22:54,159776,-1520438.63,-5083353.72,3530355.75
8353.225,2022-08-08 20:22:55,159777,-1520438.59,-5083353.93,3530355.74
8354.222,2022-08-08 20:22:56,159778,-1520438.57,-5083354.08,3530355.69
8355.222,2022-08-08 20:22:57,159779.001,-1520438.51,-5083354.13,3530355.54
8356.223,2022-08-08 20:22:58,159780,-1520438.45,-5083354.23,3530355.42
8357.24,2022-08-08 20:22:59,159781,-1520438.42,-5083354.5,3530355.48
8358.202,2022-08-08 20:23:00,159782,-1520438.38,-5083354.85,3530355.55
8359.198,2022-08-08 20:23:01,159783,-1520438.35,-5083355.1,3530355.62
8360.224,2022-08-08 20:23:02,159784,-1520438.31,-5083355.33,3530355.65
8361.201,2022-08-08 20:23:03,159785,-1520438.27,-5083355.52,3530355.69
8362.218,2022-08-08 20:23:04,159786,-1520438.24,-5083355.86,3530355.82
8363.225,2022-08-08 20:23:05,159787,-1520438.18,-5083356.11,3530355.87
8364.218,2022-08-08 20:23:06,159788,-1520438.15,-5083356.47,3530356
8365.224,2022-08-08 20:23:07,159789,-1520438.08,-5083356.79,3530356.07
8366.224,2022-08-08 20:23:08,159790,-1520437.99,-5083357.07,3530356.07
8367.196,2022-08-08 20:23:09,159791,-1520437.96,-5083357.39,3530356.15
8368.22,2022-08-08 20:23:10,159792,-1520437.91,-5083357.72,3530356.21
8369.238,2022-08-08 20:23:11,159793,-1520437.84,-5083357.99,3530356.24
8370.195,2022-08-08 20:23:12,159794,-1520437.77,-5083358.25,3530356.24
8371.204,2022-08-08 20:23:13,159795,-1520437.69,-5083358.46,3530356.2
8372.224,2022-08-08 20:23:14,159796,-1520437.62,-5083358.7,3530356.2
8373.205,2022-08-08 20:23:15,159797,-1520437.5,-5083358.9,3530356.17
8374.2,2022-08-08 20:23:16,159798,-1520437.4,-5083359.21,3530356.19
8375.195,2022-08-08 20:23:17,159799,-1520437.32,-5083359.43,3530356.18
8376.218,2022-08-08 20:23:18,159800,-1520437.27,-5083359.68,3530356.21
8377.213,2022-08-08 20:23:19,159801,-1520437.18,-5083359.85,3530356.16
8378.226,2022-08-08 20:23:20,159802,-1520437.12,-5083360.09,3530356.2
8379.217,2022-08-08 20:23:21,159803,-1520437.05,-5083360.26,3530356.19
8380.201,2022-08-08 20:23:22,159804,-1520436.98,-5083360.24,3530356.03
8381.203,2022-08-08 20:23:23,159805,-1520436.94,-5083360.33,3530356.01
8382.223,2022-08-08 20:23:24,159806,-1520436.88,-5083360.37,3530355.96
8383.218,2022-08-08 20:23:25,159807,-1520436.82,-5083360.39,3530355.89
8384.224,2022-08-08 20:23:26,159808,-1520436.78,-5083360.49,3530355.88
8385.201,2022-08-08 20:23:27,159809,-1520436.73,-5083360.64,3530355.88
8386.223,2022-08-08 20:23:28,159810,-1520436.7,-5083360.85,3530355.94
8387.223,2022-08-08 20:23:29,159811,-1520436.67,-5083360.89,3530355.88
8388.201,2022-08-08 20:23:30,159812,-1520436.65,-5083361.03,3530355.87
8389.2,2022-08-08 20:23:31,159813,-1520436.67,-5083361.14,3530355.89
8390.218,2022-08-08 20:23:32,159814,-1520436.7,-5083361.22,3530355.91
8391.201,2022-08-08 20:23:33,159815,-1520436.73,-5083361.26,3530355.91
8392.222,2022-08-08 20:23:34,159816,-1520436.76,-5083361.44,3530356.04
8393.222,2022-08-08 20:23:35,159817,-1520436.76,-5083361.54,3530356.1
8394.223,2022-08-08 20:23:36,159818,-1520436.81,-5083361.69,3530356.23
8395.193,2022-08-08 20:23:37,159819,-1520436.85,-5083361.87,3530356.37
8396.222,2022-08-08 20:23:38,159820,-1520436.94,-5083362.06,3530356.59
8397.234,2022-08-08 20:23:39,159821,-1520437,-5083362.21,3530356.72
8398.221,2022-08-08 20:23:40,159822,-1520437.09,-5083362.35,3530356.84
8399.198,2022-08-08 20:23:41,159823,-1520437.2,-5083362.42,3530356.95
8400.192,2022-08-08 20:23:42,159824,-1520437.31,-5083362.38,3530356.98
8401.223,2022-08-08 20:23:43,159825,-1520437.43,-5083362.33,3530357.03
8402.222,2022-08-08 20:23:44,159826,-1520437.61,-5083362.4,3530357.21
8403.2,2022-08-08 20:23:45,159827,-1520437.8,-5083362.43,3530357.39
8404.199,2022-08-08 20:23:46,159828,-1520437.95,-5083362.47,3530357.57
8405.238,2022-08-08 20:23:47,159829,-1520438.15,-5083362.53,3530357.83
8406.222,2022-08-08 20:23:48,159830,-1520438.28,-5083362.52,3530357.96
8407.224,2022-08-08 20:23:49,159831,-1520438.42,-5083362.57,3530358.16
8408.223,2022-08-08 20:23:50,159832,-1520438.55,-5083362.61,3530358.34
8409.223,2022-08-08 20:23:51,159833,-1520438.63,-5083362.56,3530358.41
8410.222,2022-08-08 20:23:52,159834,-1520438.73,-5083362.45,3530358.44
8411.203,2022-08-08 20:23:53,159835,-1520438.79,-5083362.52,3530358.58
8412.22,2022-08-08 20:23:54,159836,-1520438.84,-5083362.56,3530358.68
8413.225,2022-08-08 20:23:55,159837,-1520438.86,-5083362.52,3530358.7
8414.223,2022-08-08 20:23:56,159838,-1520438.88,-5083362.42,3530358.67
8415.219,2022-08-08 20:23:57,159839,-1520438.94,-5083362.37,3530358.71
8416.216,2022-08-08 20:23:58,159840,-1520438.96,-5083362.29,3530358.7
8417.201,2022-08-08 20:23:59,159841,-1520438.93,-5083362.18,3530358.62
8418.224,2022-08-08 20:24:00,159842,-1520438.91,-5083362.11,3530358.57
8419.225,2022-08-08 20:24:01,159843,-1520438.91,-5083361.95,3530358.49
8420.196,2022-08-08 20:24:02,159844,-1520438.97,-5083361.83,3530358.49
8421.224,2022-08-08 20:24:03,159845,-1520438.95,-5083361.64,3530358.36
8422.225,2022-08-08 20:24:04,159846,-1520438.96,-5083361.53,3530358.29
8423.238,2022-08-08 20:24:05,159847,-1520438.96,-5083361.37,3530358.18
8424.223,2022-08-08 20:24:06,159848,-1520438.98,-5083361.28,3530358.15
8425.195,2022-08-08 20:24:07,159849,-1520439.03,-5083361.24,3530358.18
8426.201,2022-08-08 20:24:08,159850,-1520439.04,-5083361.04,3530358.07
8427.223,2022-08-08 20:24:09,159851,-1520439.06,-5083360.96,3530358.03
8428.239,2022-08-08 20:24:10,159852,-1520439.05,-5083360.94,3530358.01
8429.2,2022-08-08 20:24:11,159853,-1520439.1,-5083360.96,3530358.05
8430.197,2022-08-08 20:24:12,159854,-1520439.13,-5083360.9,3530358.05
8431.22,2022-08-08 20:24:13,159855,-1520439.14,-5083360.95,3530358.11
8432.221,2022-08-08 20:24:14,159856,-1520439.13,-5083360.97,3530358.13
8433.2,2022-08-08 20:24:15,159857,-1520439.12,-5083360.95,3530358.1
8434.2,2022-08-08 20:24:16,159858,-1520439.09,-5083360.75,3530357.91
8435.196,2022-08-08 20:24:17,159859,-1520439.06,-5083360.63,3530357.75
8436.222,2022-08-08 20:24:18,159860,-1520439.1,-5083360.57,3530357.72
8437.194,2022-08-08 20:24:19,159861,-1520439.11,-5083360.46,3530357.63
8438.223,2022-08-08 20:24:20,159862,-1520439.16,-5083360.43,3530357.66
8439.207,2022-08-08 20:24:21,159863,-1520439.11,-5083360.35,3530357.56
8440.237,2022-08-08 20:24:22,159864,-1520439.07,-5083360.39,3530357.56
8441.223,2022-08-08 20:24:23,159865,-1520439.04,-5083360.4,3530357.54
8442.237,2022-08-08 20:24:24,159866,-1520439.08,-5083360.63,3530357.78
8443.219,2022-08-08 20:24:25,159867,-1520439.09,-5083360.68,3530357.85
8444.234,2022-08-08 20:24:26,159868,-1520439.13,-5083360.8,3530357.99
8445.205,2022-08-08 20:24:27,159869,-1520439.23,-5083360.93,3530358.17
8446.198,2022-08-08 20:24:28,159870,-1520439.21,-5083361.12,3530358.31
8447.217,2022-08-08 20:24:29,159871,-1520439.21,-5083361.22,3530358.39
8448.195,2022-08-08 20:24:30,159872,-1520439.23,-5083361.37,3530358.5
8449.201,2022-08-08 20:24:31,159873,-1520439.17,-5083361.5,3530358.55
8450.226,2022-08-08 20:24:32,159874,-1520439.16,-5083361.58,3530358.63
8451.224,2022-08-08 20:24:33,159875,-1520439.15,-5083361.75,3530358.77
8452.224,2022-08-08 20:24:34,159876,-1520439.14,-5083362,3530358.97
8453.224,2022-08-08 20:24:35,159877,-1520439.11,-5083362.15,3530359.06
8454.191,2022-08-08 20:24:36,159878,-1520439.03,-5083362.16,3530359.03
8455.196,2022-08-08 20:24:37,159879,-1520439,-5083362.23,3530359.07
8456.199,2022-08-08 20:24:38,159880,-1520438.82,-5083362.25,3530358.94
8457.194,2022-08-08 20:24:39,159881,-1520438.62,-5083362.28,3530358.8
8458.205,2022-08-08 20:24:40,159882,-1520438.44,-5083362.2,3530358.61
8459.198,2022-08-08 20:24:41,159883,-1520438.4,-5083362.16,3530358.6
8460.193,2022-08-08 20:24:42,159884,-1520438.39,-5083362.1,3530358.6
8461.201,2022-08-08 20:24:43,159885,-1520438.34,-5083361.88,3530358.46
8462.226,2022-08-08 20:24:44,159886,-1520438.3,-5083361.73,3530358.35
8463.217,2022-08-08 20:24:45,159887.001,-1520438.25,-5083361.56,3530358.23
8464.206,2022-08-08 20:24:46,159888,-1520438.18,-5083361.42,3530358.13
8465.194,2022-08-08 20:24:47,159889,-1520438.11,-5083361.27,3530358.02
8466.225,2022-08-08 20:24:48,159890,-1520438.03,-5083361.06,3530357.87
8467.21,2022-08-08 20:24:49,159891,-1520437.93,-5083360.8,3530357.67
8468.189,2022-08-08 20:24:50,159892,-1520437.86,-5083360.62,3530357.58
8469.197,2022-08-08 20:24:51,159893,-1520437.76,-5083360.4,3530357.45
8470.206,2022-08-08 20:24:52,159894,-1520437.66,-5083360.24,3530357.33
8471.221,2022-08-08 20:24:53,159895,-1520437.58,-5083360.06,3530357.22
8472.194,2022-08-08 20:24:54,159896,-1520437.48,-5083359.95,3530357.13
8473.223,2022-08-08 20:24:55,159897,-1520437.4,-5083359.78,3530357.03
8474.221,2022-08-08 20:24:56,159898,-1520437.35,-5083359.66,3530356.94
8475.205,2022-08-08 20:24:57,159899,-1520437.29,-5083359.6,3530356.9
8476.224,2022-08-08 20:24:58,159900,-1520437.26,-5083359.56,3530356.87
8477.227,2022-08-08 20:24:59,159901,-1520437.22,-5083359.6,3530356.93
8478.197,2022-08-08 20:25:00,159902,-1520437.22,-5083359.63,3530356.98
8479.224,2022-08-08 20:25:01,159903,-1520437.15,-5083359.63,3530356.98
8480.222,2022-08-08 20:25:02,159904,-1520437.1,-5083359.66,3530357
8481.22,2022-08-08 20:25:03,159905,-1520437.05,-5083359.73,3530357.07
8482.198,2022-08-08 20:25:04,159906,-1520436.95,-5083359.84,3530357.14
8483.224,2022-08-08 20:25:05,159907,-1520436.84,-5083359.9,3530357.17
8484.219,2022-08-08 20:25:06,159908,-1520436.76,-5083359.95,3530357.22
8485.226,2022-08-08 20:25:07,159909,-1520436.73,-5083360.06,3530357.31
8486.222,2022-08-08 20:25:08,159910,-1520436.67,-5083360.15,3530357.39
8487.221,2022-08-08 20:25:09,159911,-1520436.61,-5083360.26,3530357.49
8488.224,2022-08-08 20:25:10,159912,-1520436.54,-5083360.31,3530357.55
8489.237,2022-08-08 20:25:11,159913,-1520436.48,-5083360.27,3530357.56
8490.199,2022-08-08 20:25:12,159914,-1520436.42,-5083360.25,3530357.57
8491.224,2022-08-08 20:25:13,159915,-1520436.35,-5083360.15,3530357.52
8492.239,2022-08-08 20:25:14,159916,-1520436.27,-5083360.11,3530357.52
8493.193,2022-08-08 20:25:15,159917,-1520436.21,-5083360.08,3530357.61
8494.216,2022-08-08 20:25:16,159918,-1520436.13,-5083360.02,3530357.61
8495.197,2022-08-08 20:25:17,159919,-1520436.04,-5083359.73,3530357.47
8496.222,2022-08-08 20:25:18,159920,-1520435.93,-5083359.59,3530357.4
8497.196,2022-08-08 20:25:19,159921,-1520435.83,-5083359.46,3530357.32
8498.24,2022-08-08 20:25:20,159922,-1520435.78,-5083359.22,3530357.2
8499.197,2022-08-08 20:25:21,159923,-1520435.74,-5083359.09,3530357.19
8500.194,2022-08-08 20:25:22,159924,-1520435.7,-5083358.98,3530357.19
8501.2,2022-08-08 20:25:23,159925,-1520435.7,-5083358.86,3530357.18
8502.206,2022-08-08 20:25:24,159926,-1520435.63,-5083358.81,3530357.2
8503.221,2022-08-08 20:25:25,159927,-1520435.58,-5083358.78,3530357.23
8504.217,2022-08-08 20:25:26,159928,-1520435.6,-5083358.61,3530357.18
8505.222,2022-08-08 20:25:27,159929,-1520435.54,-5083358.51,3530357.16
8506.192,2022-08-08 20:25:28,159930,-1520435.49,-5083358.4,3530357.12
8507.194,2022-08-08 20:25:29,159931,-1520435.53,-5083358.33,3530357.15
8508.22,2022-08-08 20:25:30,159932,-1520435.62,-5083358.23,3530357.23
8509.222,2022-08-08 20:25:31,159933,-1520435.7,-5083358.11,3530357.28
8510.22,2022-08-08 20:25:32,159934,-1520435.69,-5083358.07,3530357.34
8511.242,2022-08-08 20:25:33,159935,-1520435.64,-5083357.99,3530357.37
8512.221,2022-08-08 20:25:34,159936,-1520435.49,-5083357.92,3530357.39
8513.221,2022-08-08 20:25:35,159937,-1520435.47,-5083357.79,3530357.45
8514.196,2022-08-08 20:25:36,159938,-1520435.46,-5083357.81,3530357.58
8515.192,2022-08-08 20:25:37,159939,-1520435.44,-5083357.79,3530357.68
8516.238,2022-08-08 20:25:38,159940,-1520435.81,-5083357.88,3530357.96
8517.252,2022-08-08 20:25:39,159941,-1520435.72,-5083357.81,3530357.98
8518.232,2022-08-08 20:25:40,159942,-1520435.47,-5083357.67,3530357.93
8519.237,2022-08-08 20:25:41,159943,-1520435.72,-5083357.72,3530358.18
8520.228,2022-08-08 20:25:42,159944,-1520435.7,-5083357.67,3530358.27
8521.213,2022-08-08 20:25:43,159945,-1520435.58,-5083357.57,3530358.31
8522.209,2022-08-08 20:25:44,159946,-1520435.64,-5083357.59,3530358.47
8523.234,2022-08-08 20:25:45,159947,-1520435.42,-5083357.55,3530358.48
8524.209,2022-08-08 20:25:46,159948,-1520435.64,-5083357.51,3530358.65
8525.249,2022-08-08 20:25:47,159949,-1520435.93,-5083357.39,3530358.8
8526.219,2022-08-08 20:25:48,159950,-1520436.3,-5083357.31,3530358.99
8527.236,2022-08-08 20:25:49,159951,-1520436.48,-5083357.18,3530359.07
8528.232,2022-08-08 20:25:50,159952,-1520436.58,-5083357.09,3530359.16
8529.196,2022-08-08 20:25:51,159953,-1520436.59,-5083356.89,3530359.25
8530.201,2022-08-08 20:25:52,159954,-1520436.54,-5083356.62,3530359.35
8531.221,2022-08-08 20:25:53,159955,-1520436.66,-5083356.46,3530359.55
8532.221,2022-08-08 20:25:54,159956,-1520436.85,-5083356.34,3530359.79
8533.212,2022-08-08 20:25:55,159957,-1520437.01,-5083356.19,3530359.96
8534.221,2022-08-08 20:25:56,159958,-1520437.21,-5083356.12,3530360.22
8535.22,2022-08-08 20:25:57,159959,-1520437.33,-5083356.02,3530360.38
8536.198,2022-08-08 20:25:58,159960,-1520437.53,-5083355.86,3530360.51
8537.224,2022-08-08 20:25:59,159961,-1520437.65,-5083355.8,3530360.71
8538.22,2022-08-08 20:26:00,159962,-1520437.83,-5083355.67,3530360.85
8539.19,2022-08-08 20:26:01,159963,-1520437.98,-5083355.53,3530360.99
8540.222,2022-08-08 20:26:02,159964,-1520438.18,-5083355.54,3530361.25
8541.193,2022-08-08 20:26:03,159965,-1520438.22,-5083355.44,3530361.38
8542.198,2022-08-08 20:26:04,159966,-1520438.34,-5083355.41,3530361.59
8543.195,2022-08-08 20:26:05,159967,-1520438.46,-5083355.3,3530361.72
8544.204,2022-08-08 20:26:06,159968,-1520438.58,-5083355.26,3530361.87
8545.233,2022-08-08 20:26:07,159969,-1520438.68,-5083355.21,3530362.05
8546.217,2022-08-08 20:26:08,159970,-1520438.96,-5083355.21,3530362.27
8547.222,2022-08-08 20:26:09,159971,-1520439.38,-5083355.33,3530362.57
8548.221,2022-08-08 20:26:10,159972,-1520439.24,-5083355.16,3530362.58
8549.222,2022-08-08 20:26:11,159973,-1520439.22,-5083355.22,3530362.71
8550.198,2022-08-08 20:26:12,159974,-1520439.23,-5083355.32,3530362.8
8551.225,2022-08-08 20:26:13,159975,-1520439.12,-5083355.17,3530362.76
8552.207,2022-08-08 20:26:14,159976,-1520439.06,-5083355.05,3530362.75
8553.222,2022-08-08 20:26:15,159977,-1520439.23,-5083355.13,3530362.93
8554.219,2022-08-08 20:26:16,159978,-1520439.3,-5083355.13,3530362.99
8555.195,2022-08-08 20:26:17,159979,-1520439.48,-5083355.34,3530363.14
8556.219,2022-08-08 20:26:18,159980,-1520439.65,-5083355.51,3530363.32
8557.228,2022-08-08 20:26:19,159981,-1520439.61,-5083355.58,3530363.33
8558.224,2022-08-08 20:26:20,159982,-1520439.59,-5083355.69,3530363.37
