FrameTime (s),SystemTime (UTC),GpsTimeOfWeek (s),PositionX (m),PositionY (m),PositionZ (m)
5709.23,2022-08-08 19:38:51,157133,-1520423.94,-5083365.38,3530364.1
5710.23,2022-08-08 19:38:52,157134,-1520424,-5083365.37,3530364.11
5711.253,2022-08-08 19:38:53,157135,-1520424.07,-5083365.29,3530364.13
5712.251,2022-08-08 19:38:54,157136,-1520424.1,-5083365.2,3530364.18
5713.237,2022-08-08 19:38:55,157137,-1520424.09,-5083365.18,3530364.27
5714.231,2022-08-08 19:38:56,157138,-1520424.06,-5083365.22,3530364.34
5715.233,2022-08-08 19:38:57,157139,-1520424.05,-5083365.06,3530364.44
5716.231,2022-08-08 19:38:58,157140,-1520424.01,-5083364.91,3530364.57
5717.252,2022-08-08 19:38:59,157141,-1520423.97,-5083365.04,3530364.6
5718.229,2022-08-08 19:39:00,157142,-1520423.92,-5083364.94,3530364.68
5719.231,2022-08-08 19:39:01,157143,-1520423.87,-5083365,3530364.74
5720.234,2022-08-08 19:39:02,157144,-1520423.8,-5083365.06,3530364.8
5721.252,2022-08-08 19:39:03,157145,-1520423.69,-5083364.95,3530364.97
5722.23,2022-08-08 19:39:04,157146,-1520423.66,-5083364.94,3530365.07
5723.237,2022-08-08 19:39:05,157147,-1520423.65,-5083364.67,3530365.21
5724.236,2022-08-08 19:39:06,157148,-1520423.67,-5083364.66,3530365.25
5725.227,2022-08-08 19:39:07,157149,-1520423.74,-5083364.69,3530365.21
5726.23,2022-08-08 19:39:08,157150,-1520423.84,-5083364.73,3530365.13
5727.268,2022-08-08 19:39:09,157151,-1520423.91,-5083364.82,3530365.12
5728.229,2022-08-08 19:39:10,157152,-1520424.02,-5083364.7,3530365.1
5729.255,2022-08-08 19:39:11,157153,-1520424.16,-5083364.83,3530364.98
5730.253,2022-08-08 19:39:12,157154,-1520424.32,-5083365.01,3530364.86
5731.255,2022-08-08 19:39:13,157155,-1520424.48,-5083365.25,3530364.75
5732.254,2022-08-08 19:39:14,157156,-1520424.62,-5083365.4,3530364.67
5733.23,2022-08-08 19:39:15,157157,-1520424.73,-5083365.52,3530364.59
5734.271,2022-08-08 19:39:16,157158,-1520424.83,-5083365.69,3530364.47
5735.255,2022-08-08 19:39:17,157159,-1520424.93,-5083365.83,3530364.33
5736.229,2022-08-08 19:39:18,157160,-1520425.03,-5083365.98,3530364.23
5737.231,2022-08-08 19:39:19,157161,-1520425.11,-5083366.04,3530364.12
5738.227,2022-08-08 19:39:20,157162,-1520425.2,-5083366.12,3530364.04
5739.252,2022-08-08 19:39:21,157163,-1520425.25,-5083366.27,3530363.96
5740.23,2022-08-08 19:39:22,157164,-1520425.34,-5083366.48,3530363.88
5741.224,2022-08-08 19:39:23,157165,-1520425.39,-5083366.69,3530363.77
5742.252,2022-08-08 19:39:24,157166,-1520425.44,-5083366.89,3530363.69
5743.253,2022-08-08 19:39:25,157167,-1520425.5,-5083367.11,3530363.59
5744.232,2022-08-08 19:39:26,157168,-1520425.55,-5083367.34,3530363.47
5745.251,2022-08-08 19:39:27,157169,-1520425.62,-5083367.57,3530363.38
5746.232,2022-08-08 19:39:28,157170,-1520425.7,-5083367.8,3530363.27
5747.25,2022-08-08 19:39:29,157171,-1520425.74,-5083367.92,3530363.17
5748.255,2022-08-08 19:39:30,157172,-1520425.79,-5083367.97,3530363.1
5749.234,2022-08-08 19:39:31,157173,-1520425.82,-5083368.11,3530363
5750.251,2022-08-08 19:39:32,157174.001,-1520425.85,-5083368.21,3530362.91
5751.247,2022-08-08 19:39:33,157175,-1520425.84,-5083368.33,3530362.85
5752.233,2022-08-08 19:39:34,157176,-1520425.85,-5083368.41,3530362.78
5753.234,2022-08-08 19:39:35,157177,-1520425.9,-5083368.58,3530362.7
5754.231,2022-08-08 19:39:36,157178,-1520425.95,-5083368.73,3530362.62
5755.254,2022-08-08 19:39:37,157179,-1520425.99,-5083368.87,3530362.58
5756.253,2022-08-08 19:39:38,157180,-1520426.01,-5083369.04,3530362.51
5757.266,2022-08-08 19:39:39,157181,-1520426.03,-5083369.13,3530362.44
5758.257,2022-08-08 19:39:40,157182,-1520426.06,-5083369.14,3530362.43
5759.25,2022-08-08 19:39:41,157183,-1520426.08,-5083369.26,3530362.35
5760.228,2022-08-08 19:39:42,157184,-1520426.09,-5083369.32,3530362.32
5761.235,2022-08-08 19:39:43,157185,-1520426.14,-5083369.48,3530362.25
5762.226,2022-08-08 19:39:44,157186,-1520426.17,-5083369.55,3530362.17
5763.254,2022-08-08 19:39:45,157187,-1520426.17,-5083369.72,3530362.05
5764.265,2022-08-08 19:39:46,157188,-1520426.19,-5083369.82,3530361.94
5765.254,2022-08-08 19:39:47,157189,-1520426.23,-5083369.9,3530361.82
5766.237,2022-08-08 19:39:48,157190,-1520426.27,-5083370.02,3530361.72
5767.252,2022-08-08 19:39:49,157191,-1520426.3,-5083370.08,3530361.64
5768.25,2022-08-08 19:39:50,157192,-1520426.36,-5083370.06,3530361.56
5769.228,2022-08-08 19:39:51,157193,-1520426.37,-5083370.07,3530361.47
5770.254,2022-08-08 19:39:52,157194,-1520426.38,-5083370.15,3530361.38
5771.227,2022-08-08 19:39:53,157195,-1520426.43,-5083370.16,3530361.29
5772.228,2022-08-08 19:39:54,157196,-1520426.47,-5083370.17,3530361.2
5773.251,2022-08-08 19:39:55,157197,-1520426.51,-5083370.23,3530361.08
5774.228,2022-08-08 19:39:56,157198,-1520426.54,-5083370.21,3530360.97
5775.229,2022-08-08 19:39:57,157199,-1520426.59,-5083370.2,3530360.89
5776.231,2022-08-08 19:39:58,157200,-1520426.6,-5083370.25,3530360.82
5777.229,2022-08-08 19:39:59,157201,-1520426.61,-5083370.27,3530360.72
5778.252,2022-08-08 19:40:00,157202,-1520426.65,-5083370.38,3530360.66
5779.25,2022-08-08 19:40:01,157203,-1520426.69,-5083370.45,3530360.61
5780.253,2022-08-08 19:40:02,157204,-1520426.71,-5083370.57,3530360.6
5781.25,2022-08-08 19:40:03,157205,-1520426.74,-5083370.66,3530360.59
5782.256,2022-08-08 19:40:04,157206,-1520426.77,-5083370.79,3530360.58
5783.25,2022-08-08 19:40:05,157207,-1520426.76,-5083370.92,3530360.54
5784.234,2022-08-08 19:40:06,157208,-1520426.79,-5083371,3530360.53
5785.25,2022-08-08 19:40:07,157209,-1520426.81,-5083371.09,3530360.57
5786.231,2022-08-08 19:40:08,157210,-1520426.81,-5083371.28,3530360.66
5787.236,2022-08-08 19:40:09,157211,-1520426.84,-5083371.38,3530360.74
5788.267,2022-08-08 19:40:10,157212,-1520426.85,-5083371.48,3530360.77
5789.23,2022-08-08 19:40:11,157213,-1520426.85,-5083371.54,3530360.78
5790.227,2022-08-08 19:40:12,157214,-1520426.86,-5083371.55,3530360.81
5791.23,2022-08-08 19:40:13,157215,-1520426.88,-5083371.52,3530360.86
5792.256,2022-08-08 19:40:14,157216,-1520426.88,-5083371.52,3530360.9
5793.252,2022-08-08 19:40:15,157217,-1520426.9,-5083371.49,3530360.93
5794.253,2022-08-08 19:40:16,157218,-1520426.94,-5083371.38,3530360.96
5795.251,2022-08-08 19:40:17,157219,-1520426.95,-5083371.28,3530360.97
5796.251,2022-08-08 19:40:18,157220,-1520426.97,-5083371.19,3530360.99
5797.229,2022-08-08 19:40:19,157221,-1520426.97,-5083371.14,3530361.03
5798.235,2022-08-08 19:40:20,157222,-1520426.98,-5083371.1,3530361.05
5799.25,2022-08-08 19:40:21,157223,-1520426.99,-5083370.99,3530361.07
5800.229,2022-08-08 19:40:22,157224,-1520426.99,-5083370.92,3530361.08
5801.25,2022-08-08 19:40:23,157225,-1520426.98,-5083370.84,3530361.13
5802.25,2022-08-08 19:40:24,157226,-1520426.96,-5083370.8,3530361.17
5803.222,2022-08-08 19:40:25,157227,-1520426.96,-5083370.68,3530361.2
5804.227,2022-08-08 19:40:26,157228,-1520426.98,-5083370.59,3530361.19
5805.252,2022-08-08 19:40:27,157229,-1520426.96,-5083370.54,3530361.17
5806.229,2022-08-08 19:40:28,157230,-1520426.91,-5083370.53,3530361.18
5807.251,2022-08-08 19:40:29,157231,-1520426.9,-5083370.41,3530361.19
5808.251,2022-08-08 19:40:30,157232,-1520426.88,-5083370.29,3530361.18
5809.251,2022-08-08 19:40:31,157233,-1520426.88,-5083370.19,3530361.16
5810.227,2022-08-08 19:40:32,157234,-1520426.87,-5083370.12,3530361.16
5811.253,2022-08-08 19:40:33,157235,-1520426.89,-5083370.11,3530361.2
5812.228,2022-08-08 19:40:34,157236,-1520426.92,-5083370.04,3530361.25
5813.222,2022-08-08 19:40:35,157237,-1520426.92,-5083369.98,3530361.29
5814.251,2022-08-08 19:40:36,157238,-1520426.92,-5083369.85,3530361.34
5815.237,2022-08-08 19:40:37,157239,-1520426.92,-5083369.81,3530361.38
5816.221,2022-08-08 19:40:38,157240,-1520426.94,-5083369.73,3530361.41
5817.25,2022-08-08 19:40:39,157241,-1520426.95,-5083369.67,3530361.44
5818.229,2022-08-08 19:40:40,157242,-1520426.98,-5083369.55,3530361.48
5819.229,2022-08-08 19:40:41,157243,-1520427.02,-5083369.45,3530361.51
5820.231,2022-08-08 19:40:42,157244,-1520427.01,-5083369.41,3530361.53
5821.253,2022-08-08 19:40:43,157245,-1520427.01,-5083369.33,3530361.56
5822.272,2022-08-08 19:40:44,157246,-1520427.02,-5083369.25,3530361.59
5823.228,2022-08-08 19:40:45,157247,-1520427,-5083369.15,3530361.6
5824.252,2022-08-08 19:40:46,157248,-1520426.98,-5083369.04,3530361.63
5825.234,2022-08-08 19:40:47,157249,-1520426.97,-5083368.95,3530361.64
5826.231,2022-08-08 19:40:48,157250,-1520426.98,-5083368.83,3530361.63
5827.25,2022-08-08 19:40:49,157251,-1520427,-5083368.69,3530361.61
5828.231,2022-08-08 19:40:50,157252,-1520427.02,-5083368.52,3530361.56
5829.225,2022-08-08 19:40:51,157253,-1520427.02,-5083368.37,3530361.5
5830.251,2022-08-08 19:40:52,157254,-1520427.01,-5083368.31,3530361.46
5831.252,2022-08-08 19:40:53,157255,-1520427,-5083368.24,3530361.42
5832.253,2022-08-08 19:40:54,157256,-1520426.99,-5083368.2,3530361.41
5833.259,2022-08-08 19:40:55,157257,-1520427,-5083368.15,3530361.36
5834.23,2022-08-08 19:40:56,157258,-1520426.99,-5083368.09,3530361.34
5835.228,2022-08-08 19:40:57,157259,-1520426.97,-5083368.05,3530361.33
5836.252,2022-08-08 19:40:58,157260,-1520426.97,-5083368.04,3530361.32
5837.254,2022-08-08 19:40:59,157261,-1520427,-5083368.02,3530361.34
5838.23,2022-08-08 19:41:00,157262,-1520427.03,-5083368.03,3530361.38
5839.228,2022-08-08 19:41:01,157263,-1520427.03,-5083368.06,3530361.41
5840.221,2022-08-08 19:41:02,157264,-1520427.04,-5083368.07,3530361.43
5841.252,2022-08-08 19:41:03,157265,-1520427.11,-5083368.07,3530361.43
5842.228,2022-08-08 19:41:04,157266,-1520427.2,-5083368.02,3530361.4
5843.223,2022-08-08 19:41:05,157267,-1520427.25,-5083368.03,3530361.41
5844.223,2022-08-08 19:41:06,157268,-1520427.3,-5083367.97,3530361.4
5845.235,2022-08-08 19:41:07,157269,-1520427.33,-5083367.99,3530361.45
5846.25,2022-08-08 19:41:08,157270,-1520427.37,-5083368.02,3530361.5
5847.252,2022-08-08 19:41:09,157271,-1520427.44,-5083368,3530361.5
5848.252,2022-08-08 19:41:10,157272,-1520427.46,-5083368.02,3530361.53
5849.253,2022-08-08 19:41:11,157273,-1520427.48,-5083368.08,3530361.57
5850.255,2022-08-08 19:41:12,157274,-1520427.51,-5083368.09,3530361.6
5851.253,2022-08-08 19:41:13,157275,-1520427.53,-5083368.1,3530361.66
5852.255,2022-08-08 19:41:14,157276,-1520427.57,-5083368.11,3530361.69
5853.252,2022-08-08 19:41:15,157277,-1520427.59,-5083368.15,3530361.73
5854.253,2022-08-08 19:41:16,157278,-1520427.58,-5083368.15,3530361.72
5855.251,2022-08-08 19:41:17,157279,-1520427.61,-5083368.16,3530361.71
5856.228,2022-08-08 19:41:18,157280,-1520427.66,-5083368.18,3530361.72
5857.223,2022-08-08 19:41:19,157281,-1520427.71,-5083368.2,3530361.74
5858.225,2022-08-08 19:41:20,157282,-1520427.78,-5083368.16,3530361.73
5859.235,2022-08-08 19:41:21,157283,-1520427.85,-5083368.17,3530361.74
5860.237,2022-08-08 19:41:22,157284.001,-1520427.92,-5083368.21,3530361.78
5861.251,2022-08-08 19:41:23,157285,-1520427.96,-5083368.27,3530361.8
5862.252,2022-08-08 19:41:24,157286,-1520428.02,-5083368.27,3530361.83
5863.236,2022-08-08 19:41:25,157287,-1520428.07,-5083368.28,3530361.85
5864.252,2022-08-08 19:41:26,157288,-1520428.11,-5083368.29,3530361.89
5865.229,2022-08-08 19:41:27,157289,-1520428.18,-5083368.26,3530361.92
5866.224,2022-08-08 19:41:28,157290,-1520428.28,-5083368.22,3530361.92
5867.251,2022-08-08 19:41:29,157291,-1520428.34,-5083368.16,3530361.9
5868.221,2022-08-08 19:41:30,157292,-1520428.39,-5083368.13,3530361.91
5869.252,2022-08-08 19:41:31,157293,-1520428.43,-5083368.21,3530361.94
5870.227,2022-08-08 19:41:32,157294,-1520428.55,-5083368.16,3530361.95
5871.226,2022-08-08 19:41:33,157295,-1520428.65,-5083368.16,3530361.97
5872.251,2022-08-08 19:41:34,157296,-1520428.77,-5083368.09,3530361.96
5873.254,2022-08-08 19:41:35,157297,-1520428.88,-5083368.05,3530361.93
5874.229,2022-08-08 19:41:36,157298,-1520428.97,-5083367.98,3530361.9
5875.231,2022-08-08 19:41:37,157299,-1520429.07,-5083367.92,3530361.86
5876.265,2022-08-08 19:41:38,157300,-1520429.13,-5083367.91,3530361.88
5877.253,2022-08-08 19:41:39,157301,-1520429.19,-5083367.87,3530361.86
5878.25,2022-08-08 19:41:40,157302,-1520429.24,-5083367.85,3530361.84
5879.252,2022-08-08 19:41:41,157303,-1520429.3,-5083367.84,3530361.8
5880.252,2022-08-08 19:41:42,157304,-1520429.37,-5083367.8,3530361.76
5881.244,2022-08-08 19:41:43,157305,-1520429.42,-5083367.83,3530361.74
5882.231,2022-08-08 19:41:44,157306,-1520429.46,-5083367.84,3530361.72
5883.224,2022-08-08 19:41:45,157307,-1520429.54,-5083367.85,3530361.7
5884.252,2022-08-08 19:41:46,157308,-1520429.61,-5083367.84,3530361.66
5885.271,2022-08-08 19:41:47,157309,-1520429.68,-5083367.79,3530361.59
5886.23,2022-08-08 19:41:48,157310,-1520429.76,-5083367.78,3530361.55
5887.249,2022-08-08 19:41:49,157311,-1520429.82,-5083367.81,3530361.52
5888.25,2022-08-08 19:41:50,157312,-1520429.85,-5083367.82,3530361.54
5889.228,2022-08-08 19:41:51,157313,-1520429.89,-5083367.86,3530361.59
5890.268,2022-08-08 19:41:52,157314,-1520429.96,-5083367.85,3530361.59
5891.227,2022-08-08 19:41:53,157315,-1520430.06,-5083367.86,3530361.6
5892.223,2022-08-08 19:41:54,157316,-1520430.16,-5083367.86,3530361.66
5893.225,2022-08-08 19:41:55,157317,-1520430.21,-5083367.86,3530361.73
5894.221,2022-08-08 19:41:56,157318,-1520430.25,-5083367.81,3530361.77
5895.221,2022-08-08 19:41:57,157319,-1520430.24,-5083367.79,3530361.82
5896.249,2022-08-08 19:41:58,157320,-1520430.23,-5083367.73,3530361.85
5897.251,2022-08-08 19:41:59,157321,-1520430.24,-5083367.73,3530361.9
5898.253,2022-08-08 19:42:00,157322,-1520430.23,-5083367.7,3530361.96
5899.265,2022-08-08 19:42:01,157323,-1520430.23,-5083367.72,3530362.04
5900.251,2022-08-08 19:42:02,157324,-1520430.21,-5083367.71,3530362.1
5901.253,2022-08-08 19:42:03,157325,-1520430.18,-5083367.72,3530362.17
5902.236,2022-08-08 19:42:04,157326,-1520430.16,-5083367.69,3530362.2
5903.234,2022-08-08 19:42:05,157327,-1520430.22,-5083367.69,3530362.21
5904.251,2022-08-08 19:42:06,157328,-1520430.26,-5083367.7,3530362.23
5905.244,2022-08-08 19:42:07,157329,-1520430.34,-5083367.79,3530362.26
5906.248,2022-08-08 19:42:08,157330,-1520430.37,-5083367.86,3530362.28
5907.265,2022-08-08 19:42:09,157331,-1520430.4,-5083367.94,3530362.3
5908.236,2022-08-08 19:42:10,157332,-1520430.45,-5083368.03,3530362.34
5909.248,2022-08-08 19:42:11,157333,-1520430.49,-5083368.08,3530362.36
5910.224,2022-08-08 19:42:12,157334,-1520430.51,-5083368.12,3530362.41
5911.224,2022-08-08 19:42:13,157335,-1520430.54,-5083368.23,3530362.45
5912.222,2022-08-08 19:42:14,157336,-1520430.57,-5083368.33,3530362.47
5913.247,2022-08-08 19:42:15,157337,-1520430.58,-5083368.42,3530362.5
5914.232,2022-08-08 19:42:16,157338,-1520430.59,-5083368.48,3530362.51
5915.247,2022-08-08 19:42:17,157339,-1520430.62,-5083368.52,3530362.51
5916.248,2022-08-08 19:42:18,157340,-1520430.67,-5083368.6,3530362.51
5917.247,2022-08-08 19:42:19,157341,-1520430.69,-5083368.59,3530362.48
5918.249,2022-08-08 19:42:20,157342,-1520430.72,-5083368.6,3530362.45
5919.248,2022-08-08 19:42:21,157343,-1520430.73,-5083368.56,3530362.42
5920.223,2022-08-08 19:42:22,157344,-1520430.75,-5083368.54,3530362.38
5921.219,2022-08-08 19:42:23,157345,-1520430.78,-5083368.5,3530362.35
5922.227,2022-08-08 19:42:24,157346,-1520430.85,-5083368.43,3530362.3
5923.227,2022-08-08 19:42:25,157347,-1520430.9,-5083368.33,3530362.24
5924.225,2022-08-08 19:42:26,157348,-1520430.96,-5083368.2,3530362.18
5925.232,2022-08-08 19:42:27,157349,-1520431.02,-5083368.13,3530362.15
5926.218,2022-08-08 19:42:28,157350,-1520431.06,-5083368.02,3530362.11
5927.227,2022-08-08 19:42:29,157351,-1520431.11,-5083367.94,3530362.08
5928.222,2022-08-08 19:42:30,157352,-1520431.12,-5083367.82,3530362.02
5929.229,2022-08-08 19:42:31,157353,-1520431.12,-5083367.68,3530361.97
5930.25,2022-08-08 19:42:32,157354,-1520431.13,-5083367.56,3530361.96
5931.252,2022-08-08 19:42:33,157355,-1520431.17,-5083367.43,3530361.95
5932.226,2022-08-08 19:42:34,157356,-1520431.23,-5083367.33,3530361.94
5933.232,2022-08-08 19:42:35,157357,-1520431.27,-5083367.24,3530361.91
5934.251,2022-08-08 19:42:36,157358,-1520431.32,-5083367.18,3530361.88
5935.228,2022-08-08 19:42:37,157359,-1520431.36,-5083367.09,3530361.83
5936.229,2022-08-08 19:42:38,157360,-1520431.39,-5083366.93,3530361.79
5937.221,2022-08-08 19:42:39,157361,-1520431.33,-5083366.67,3530361.74
5938.25,2022-08-08 19:42:40,157362,-1520431.25,-5083366.43,3530361.68
5939.251,2022-08-08 19:42:41,157363,-1520431.15,-5083366.16,3530361.62
5940.232,2022-08-08 19:42:42,157364,-1520431.08,-5083366.01,3530361.59
5941.227,2022-08-08 19:42:43,157365,-1520431.02,-5083365.81,3530361.56
5942.253,2022-08-08 19:42:44,157366,-1520430.97,-5083365.69,3530361.59
5943.227,2022-08-08 19:42:45,157367,-1520430.92,-5083365.53,3530361.54
5944.229,2022-08-08 19:42:46,157368,-1520430.91,-5083365.4,3530361.52
5945.251,2022-08-08 19:42:47,157369,-1520430.91,-5083365.29,3530361.49
5946.256,2022-08-08 19:42:48,157370,-1520430.89,-5083365.22,3530361.48
5947.225,2022-08-08 19:42:49,157371,-1520430.87,-5083365.11,3530361.49
5948.225,2022-08-08 19:42:50,157372,-1520430.86,-5083364.99,3530361.54
5949.232,2022-08-08 19:42:51,157373,-1520430.87,-5083364.88,3530361.58
5950.226,2022-08-08 19:42:52,157374,-1520430.85,-5083364.82,3530361.57
5951.234,2022-08-08 19:42:53,157375,-1520430.84,-5083364.74,3530361.62
5952.25,2022-08-08 19:42:54,157376,-1520430.86,-5083364.74,3530361.66
5953.247,2022-08-08 19:42:55,157377,-1520430.88,-5083364.68,3530361.73
5954.248,2022-08-08 19:42:56,157378,-1520430.88,-5083364.56,3530361.8
5955.233,2022-08-08 19:42:57,157379,-1520430.87,-5083364.45,3530361.81
5956.229,2022-08-08 19:42:58,157380,-1520430.89,-5083364.34,3530361.79
5957.228,2022-08-08 19:42:59,157381,-1520430.92,-5083364.24,3530361.77
5958.25,2022-08-08 19:43:00,157382,-1520430.94,-5083364.15,3530361.75
5959.233,2022-08-08 19:43:01,157383,-1520430.96,-5083364.03,3530361.72
5960.251,2022-08-08 19:43:02,157384,-1520430.99,-5083363.94,3530361.69
5961.237,2022-08-08 19:43:03,157385,-1520431.01,-5083363.9,3530361.65
5962.253,2022-08-08 19:43:04,157386,-1520431.04,-5083363.88,3530361.62
5963.267,2022-08-08 19:43:05,157387,-1520431.03,-5083363.87,3530361.59
5964.252,2022-08-08 19:43:06,157388,-1520431.06,-5083363.85,3530361.6
5965.229,2022-08-08 19:43:07,157389,-1520431.07,-5083363.8,3530361.62
5966.236,2022-08-08 19:43:08,157390,-1520431.1,-5083363.75,3530361.62
5967.266,2022-08-08 19:43:09,157391,-1520431.13,-5083363.7,3530361.61
5968.226,2022-08-08 19:43:10,157392,-1520431.17,-5083363.75,3530361.65
5969.234,2022-08-08 19:43:11,157393.001,-1520431.19,-5083363.76,3530361.67
5970.249,2022-08-08 19:43:12,157394,-1520431.2,-5083363.81,3530361.67
5971.25,2022-08-08 19:43:13,157395,-1520431.19,-5083363.8,3530361.68
5972.23,2022-08-08 19:43:14,157396,-1520431.18,-5083363.82,3530361.68
5973.25,2022-08-08 19:43:15,157397,-1520431.17,-5083363.81,3530361.7
5974.23,2022-08-08 19:43:16,157398,-1520431.16,-5083363.81,3530361.72
5975.251,2022-08-08 19:43:17,157399,-1520431.15,-5083363.82,3530361.73
5976.233,2022-08-08 19:43:18,157400,-1520431.13,-5083363.84,3530361.81
5977.25,2022-08-08 19:43:19,157401,-1520431.12,-5083363.85,3530361.86
5978.25,2022-08-08 19:43:20,157402,-1520431.09,-5083363.84,3530361.88
5979.233,2022-08-08 19:43:21,157403,-1520431.07,-5083363.83,3530361.94
5980.25,2022-08-08 19:43:22,157404,-1520431.02,-5083363.85,3530361.96
5981.227,2022-08-08 19:43:23,157405,-1520430.96,-5083363.88,3530362.02
5982.249,2022-08-08 19:43:24,157406,-1520430.92,-5083363.88,3530362.08
5983.232,2022-08-08 19:43:25,157407,-1520430.89,-5083363.86,3530362.09
5984.246,2022-08-08 19:43:26,157408,-1520430.83,-5083363.83,3530362.11
5985.246,2022-08-08 19:43:27,157409,-1520430.77,-5083363.8,3530362.12
5986.249,2022-08-08 19:43:28,157410,-1520430.76,-5083363.81,3530362.11
5987.25,2022-08-08 19:43:29,157411,-1520430.74,-5083363.85,3530362.11
5988.246,2022-08-08 19:43:30,157412,-1520430.72,-5083363.84,3530362.08
5989.224,2022-08-08 19:43:31,157413,-1520430.63,-5083363.76,3530362.01
5990.244,2022-08-08 19:43:32,157414,-1520430.6,-5083363.72,3530362
5991.246,2022-08-08 19:43:33,157415,-1520430.62,-5083363.68,3530362
5992.251,2022-08-08 19:43:34,157416,-1520430.68,-5083363.58,3530362.03
5993.222,2022-08-08 19:43:35,157417,-1520430.7,-5083363.55,3530362.04
5994.231,2022-08-08 19:43:36,157418,-1520430.72,-5083363.49,3530362.04
5995.249,2022-08-08 19:43:37,157419,-1520430.76,-5083363.39,3530362.06
5996.248,2022-08-08 19:43:38,157420,-1520430.81,-5083363.26,3530362.06
5997.218,2022-08-08 19:43:39,157421,-1520430.81,-5083363.18,3530362.03
5998.241,2022-08-08 19:43:40,157422,-1520430.82,-5083363.11,3530362.02
5999.226,2022-08-08 19:43:41,157423,-1520430.85,-5083363.02,3530362.02
6000.249,2022-08-08 19:43:42,157424,-1520430.79,-5083362.94,3530361.95
6001.252,2022-08-08 19:43:43,157425,-1520430.76,-5083362.88,3530361.92
6002.254,2022-08-08 19:43:44,157426,-1520430.77,-5083362.78,3530361.87
6003.228,2022-08-08 19:43:45,157427,-1520430.78,-5083362.67,3530361.81
6004.231,2022-08-08 19:43:46,157428,-1520430.75,-5083362.56,3530361.73
6005.249,2022-08-08 19:43:47,157429,-1520430.68,-5083362.51,3530361.61
6006.249,2022-08-08 19:43:48,157430,-1520430.62,-5083362.48,3530361.51
6007.258,2022-08-08 19:43:49,157431,-1520430.56,-5083362.51,3530361.46
6008.23,2022-08-08 19:43:50,157432,-1520430.48,-5083362.54,3530361.4
6009.249,2022-08-08 19:43:51,157433,-1520430.44,-5083362.54,3530361.37
6010.22,2022-08-08 19:43:52,157434,-1520430.36,-5083362.64,3530361.29
6011.222,2022-08-08 19:43:53,157435,-1520430.28,-5083362.66,3530361.2
6012.247,2022-08-08 19:43:54,157436,-1520430.24,-5083362.72,3530361.16
6013.22,2022-08-08 19:43:55,157437,-1520430.17,-5083362.76,3530361.09
6014.249,2022-08-08 19:43:56,157438,-1520430.13,-5083362.8,3530361.07
6015.22,2022-08-08 19:43:57,157439,-1520430.07,-5083362.86,3530361.03
6016.247,2022-08-08 19:43:58,157440,-1520430.06,-5083362.93,3530361.04
6017.25,2022-08-08 19:43:59,157441,-1520430.07,-5083363.02,3530361.08
6018.227,2022-08-08 19:44:00,157442,-1520430.03,-5083363.13,3530361.1
6019.227,2022-08-08 19:44:01,157443,-1520429.99,-5083363.12,3530361.11
6020.227,2022-08-08 19:44:02,157444,-1520429.95,-5083363.23,3530361.15
6021.225,2022-08-08 19:44:03,157445,-1520429.92,-5083363.35,3530361.21
6022.248,2022-08-08 19:44:04,157446,-1520429.87,-5083363.5,3530361.3
6023.23,2022-08-08 19:44:05,157447,-1520429.82,-5083363.63,3530361.37
6024.223,2022-08-08 19:44:06,157448,-1520429.81,-5083363.71,3530361.45
6025.23,2022-08-08 19:44:07,157449,-1520429.79,-5083363.79,3530361.5
6026.253,2022-08-08 19:44:08,157450,-1520429.79,-5083363.83,3530361.52
6027.264,2022-08-08 19:44:09,157451,-1520429.76,-5083363.86,3530361.53
6028.265,2022-08-08 19:44:10,157452,-1520429.78,-5083363.88,3530361.6
6029.254,2022-08-08 19:44:11,157453,-1520429.79,-5083363.87,3530361.68
6030.253,2022-08-08 19:44:12,157454,-1520429.75,-5083363.88,3530361.68
6031.249,2022-08-08 19:44:13,157455,-1520429.73,-5083363.93,3530361.71
6032.251,2022-08-08 19:44:14,157456,-1520429.74,-5083363.99,3530361.76
6033.227,2022-08-08 19:44:15,157457,-1520429.7,-5083364.05,3530361.77
6034.251,2022-08-08 19:44:16,157458,-1520429.65,-5083364.06,3530361.74
6035.22,2022-08-08 19:44:17,157459,-1520429.59,-5083364.05,3530361.72
6036.225,2022-08-08 19:44:18,157460,-1520429.58,-5083364.06,3530361.69
6037.222,2022-08-08 19:44:19,157461,-1520429.55,-5083364.06,3530361.66
6038.249,2022-08-08 19:44:20,157462,-1520429.52,-5083364.09,3530361.64
6039.223,2022-08-08 19:44:21,157463,-1520429.51,-5083364.02,3530361.59
6040.251,2022-08-08 19:44:22,157464,-1520429.51,-5083363.97,3530361.55
6041.249,2022-08-08 19:44:23,157465,-1520429.51,-5083363.96,3530361.52
6042.247,2022-08-08 19:44:24,157466,-1520429.49,-5083363.92,3530361.49
6043.249,2022-08-08 19:44:25,157467,-1520429.45,-5083363.85,3530361.42
6044.229,2022-08-08 19:44:26,157468,-1520429.43,-5083363.8,3530361.34
6045.248,2022-08-08 19:44:27,157469,-1520429.44,-5083363.78,3530361.33
6046.23,2022-08-08 19:44:28,157470,-1520429.42,-5083363.69,3530361.28
6047.219,2022-08-08 19:44:29,157471,-1520429.41,-5083363.59,3530361.22
6048.221,2022-08-08 19:44:30,157472,-1520429.39,-5083363.57,3530361.18
